Gene	Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
LINC00616	0	0.45449	0	0	0	0
OR2W5	0	0.40874	0.045382	0	0	0
PCDHGA3	0	0.43538	0.013857	0	0	0.0047562
AADACL3	0.088544	0.20478	0.095909	0	0	0.064757
RGL3	0	0.035091	0.095206	0	0	0.32368
PRAMEF2	0	0.15964	0.2935	0	0	0
SLC4A3	0.11258	0.25088	0.089438	0	0	0
MIR4257	0	0	0	0	0	0.45278
MMP26	0	0.37528	0.075804	0	0	0
SSX2	0	0.27503	0.097071	0	0	0.078416
KRT2	0	0	0.42693	0	0	0.02317
ADAM7	0	0	0.44991	0	0	0
FERMT1	0	0.29921	0.15067	0	0	0
PRKAG3	0	0.30369	0.14571	0	0	0
ADAM3A	0	0.22164	0.22624	0	0	0
LOC201617	0	0.41147	0.036176	0	0	0
CCDC175	0	0.36279	0.08464	0	0	0
CLCA2	0	0.038788	0.28068	0	0	0.12768
GRIK3	0.055964	0.21559	0.17491	0	0	0
CNGA4	0	0.09424	0.35173	0	0	0
CYP3A7	0.090318	0.19849	0.15712	0	0	0
SMEK3P	0	0	0.44526	0	0	0
ADGB	0.3479	0.050789	0.046352	0	0	0
OR13C5	0	0	0.44491	0	0	0
C2orf27B	0	0.39388	0.050993	0	0	0
LOC101054525	0	0	0.32176	0	0	0.1228
CPSF4L	0	0.44133	0.0029407	0	0	0
C1orf94	0	0.13522	0.17744	0	0	0.13158
C1orf226	0	0.0066061	0.43751	0	0	0
PPY	0	0	0	0	0	0.44399
PLA2G5	0	0	0.041091	0	0.4025	0
KRT79	0	0.3043	0.139	0	0	0
SNORD33	0	0	0.44306	0	0	0
CDKL4	0	0.33115	0.11165	0	0	0
PCDH20	0.13467	0.027212	0.20749	0	0	0.07268
IL37	0	0	0.44181	0	0	0
VWA3A	0	0.37715	0.064412	0	0	0
ZFPM1	0	0.17612	0.13229	0	0	0.13305
OPA1-AS1	0	0	0.44144	0	0	0
FBXW10	0	0.3534	0.08792	0	0	0
LOC149373	0	0	0.44126	0	0	0
LIM2	0	0	0.44055	0	0	0
LINC00487	0	0	0.44054	0	0	0
KRT85	0	0	0.44031	0	0	0
ENPEP	0	0.30826	0.078623	0	0	0.053414
LRRN1	0.33787	0	0.10242	0	0	0
MYH13	0	0.39964	0.040226	0	0	0
KLHL41	0	0.36444	0.075227	0	0	0
SRD5A1P1	0	0.43805	0.0011986	0	0	0
LOC100128554	0	0.27061	0.16851	0	0	0
TRIML1	0	0.33031	0.10827	0	0	0
CAMSAP3	0.32722	0	0.11044	0	0	0
C3orf22	0	0.3289	0.10863	0	0	0
SCGB2A2	0	0	0.43745	0	0	0
S100A14	0.28611	0	0.15097	0	0	0
TCF24	0	0.41838	0.010424	0	0	0.0081707
KRT13	0	0.051333	0.38531	0	0	0
POPDC3	0	0	0.1414	0	0	0.29453
LINC00523	0	0	0.43538	0	0	0
PFN4	0	0	0.10883	0	0	0.325
MAGEB4	0	0.43334	0	0	0	0
C20orf141	0	0	0.4333	0	0	0
PLEKHS1	0	0.17661	0.25645	0	0	0
KRT24	0	0	0.12397	0	0.3025	0.0059759
KRT33B	0	0.32285	0.017021	0	0	0.092561
ADARB2-AS1	0	0.40232	0.011385	0	0	0.018659
ATXN8OS	0.097253	0.21376	0.11187	0	0	0.0093902
GALNTL6	0.077899	0.031212	0.26919	0	0	0.05378
SNORD6	0	0	0.43207	0	0	0
SAMSN1-AS1	0	0.11606	0.3156	0	0	0
KRT71	0.3745	0	0.057065	0	0	0
TTLL6	0.19548	0.19019	0.045873	0	0	0
ACSBG1	0	0.064053	0.36686	0	0	0
EGFLAM	0	0.14025	0.28361	0	0	0.0065852
CDH8	0.41978	0	0.0097782	0	0	0
DNTT	0	0.35928	0.069011	0	0	0
TGM5	0	0.17709	0.25106	0	0	0
CTAG2	0	0	0.42798	0	0	0
MIR3689C	0	0	0.42724	0	0	0
SPATA31D5P	0.066446	0.10861	0.25217	0	0	0
KIAA2022	0.0016128	0.16103	0.22989	0	0	0.034634
KRTAP13-1	0	0.42643	0	0	0	0
CXorf64	0	0.22461	0.20181	0	0	0
GRIK1-AS1	0	0.25885	0.16757	0	0	0
LMOD1	0	0.15599	0.12275	0	0	0.14647
VCY1B	0.36786	0	0.056915	0	0	0
GRIK4	0	0.036217	0.13015	0	0.13	0.12804
SNORA71C	0	0	0.42423	0	0	0
SPRR1A	0	0.42381	0	0	0	0
SAG	0	0	0.2417	0	0	0.18195
OR5M10	0	0.077822	0.34521	0	0	0
KRT26	0	0.29067	0.13202	0	0	0
ADCY8	0	0.31237	0.10916	0	0	0
TLX1	0	0	0.42112	0	0	0
IL17REL	0	0.041031	0.3795	0	0	0
SPSB4	0	0.024	0.053611	0	0	0.34256
OR13C3	0	0	0.41996	0	0	0
OR2T1	0	0	0.41989	0	0	0
VGLL2	0	0	0.32467	0	0	0.09427
OR1N1	0	0	0.33168	0	0	0.08695
LGALS9B	0	0.090204	0.066664	0	0	0.26169
VSTM2L	0	0	0.030881	0	0.3875	0
SNAR-D	0	0	0.41835	0	0	0
ZNF645	0	0	0.41832	0	0	0
LCE1C	0	0	0.4183	0	0	0
MIR423	0	0	0.41796	0	0	0
CNDP1	0	0.35091	0.06653	0	0	0
POTEG	0	0.30654	0.11087	0	0	0
SNORD114-3	0	0	0.41729	0	0	0
KRT39	0.099991	0.30522	0	0	0	0.012073
PPP3R2	0	0.038666	0.37843	0	0	0
DDX11L5	0	0.16418	0.25286	0	0	0
CA10	0.29225	0.077394	0.046786	0	0	0
LINC00297	0	0	0.41602	0	0	0
GLRA3	0	0.2652	0.10521	0	0	0.045366
GSX1	0	0	0.41555	0	0	0
ZNF883	0.083544	0.056485	0.26078	0	0	0.014147
MIR19B2	0	0	0.41487	0	0	0
RHOXF2B	0	0.31195	0.10172	0	0	0
CFHR4	0	0.30635	0.10717	0	0	0
C6	0	0.060303	0.35299	0	0	0
FOXG1	0	0	0.40707	0	0	0.0062196
SNORD38A	0	0	0.41321	0	0	0
TAS2R38	0	0	0.41313	0	0	0
OR51B6	0	0	0.41302	0	0	0
CT47B1	0	0.41292	0	0	0	0
NEURL3	0	0.30914	0.1029	0	0	0
ACOXL	0.31515	0	0.096654	0	0	0
C6orf52	0	0.33012	0.063278	0	0	0.018292
CRP	0	0	0.41138	0	0	0
LINC00597	0.20257	0	0.20815	0	0	0
MYLK2	0	0	0.044747	0	0	0.36547
PCDHA11	0	0.41017	0	0	0	0
NDP	0.12274	0.087516	0.16338	0	0	0.036464
KLK15	0	0.087943	0.30152	0	0	0.019512
MAGI2	0	0.14976	0.21852	0	0	0.04061
AMY2A	0.072577	0	0.33613	0	0	0
MAPK15	0	0	0.0047846	0	0.40375	0
IRS4	0	0	0.40849	0	0	0
CYP2C18	0	0.12909	0.27938	0	0	0
OR2T27	0	0	0.24104	0	0	0.16683
TEKT1	0	0.40747	0	0	0	0
AP1B1P1	0	0	0.40737	0	0	0
PCDHGA6	0	0	0.40727	0	0	0
C5orf48	0	0.12012	0.28702	0	0	0
KRTAP2-4	0	0	0.40618	0	0	0
AQP10	0	0	0.04328	0	0	0.36255
LINC00222	0	0.40563	0	0	0	0
MT4	0	0	0.1226	0	0	0.28257
WDR49	0.13919	0.068785	0.070322	0	0	0.12671
ARMC3	0.26031	0.031697	0.11277	0	0	0
JPH1	0	0.2008	0.10406	0	0	0.099755
DMRT3	0	0.029879	0.3747	0	0	0
NAV2-AS5	0.080158	0.072647	0.12361	0	0.093752	0.03439
KLK2	0	0.19994	0.20371	0	0	0
RPS6KA2-IT1	0	0.36224	0.041278	0	0	0
C8A	0	0.29873	0.10449	0	0	0
CECR5-AS1	0	0	0.40322	0	0	0
HFM1	0	0.096364	0.080628	0	0.22	0.0060975
MRGPRE	0	0.40305	0	0	0	0
MIR1537	0	0	0.40269	0	0	0
GPT	0	0.046484	0.35602	0	0	0
TSSK2	0	0.39739	0.0046906	0	0	0
TMED11P	0	0.38577	0.016247	0	0	0
SPRR2G	0	0.40196	0	0	0	0
STAB2	0	0.19744	0.091813	0	0.1125	0
NKAIN3	0	0	0.24791	0	0	0.15379
AGT	0	0	0.35607	0	0	0.045609
DCC	0	0.16212	0.23953	0	0	0
IRGC	0	0.33866	0	0	0	0.062925
DAZL	0	0.26975	0.13125	0	0	0
UNC79	0.018869	0.17934	0.19857	0	0	0.0037804
C1orf114	0	0.088363	0.13775	0	0	0.17365
TAS2R1	0	0	0.39944	0	0	0
OR5L1	0	0.37401	0.025412	0	0	0
COL6A6	0.095476	0.14727	0.15639	0	0	0
ZNF479	0.058385	0.17049	0.074973	0	0	0.094266
TRNP1	0.37738	0	0.020701	0	0	0
RADIL	0	0	0.39801	0	0	0
ST7-AS2	0	0	0.29357	0	0	0.10415
CYP24A1	0	0	0.39762	0	0	0
C16orf78	0	0.39739	0	0	0	0
AMBP	0	0.099334	0.1972	0	0	0.10085
WDFY3-AS2	0	0	0.16776	0	0	0.22951
ENPP7	0	0.39159	0.005212	0	0	0
OR4M1	0	0	0.39667	0	0	0
FBXO47	0	0.35254	0.044015	0	0	0
ENAM	0.035966	0.14799	0.21221	0	0	0
COL6A5	0	0.14006	0.20145	0	0	0.054268
METTL24	0	0.23854	0.15692	0	0	0
LGALS13	0	0.34194	0.053496	0	0	0
GNRH2	0	0.3954	0	0	0	0
DEFB125	0	0	0.39538	0	0	0
C13orf35	0	0	0.39508	0	0	0
TRIM77	0	0	0.39496	0	0	0
RSPH4A	0.18741	0.065938	0	0	0	0.14135
TCF15	0	0.37431	0.02	0	0	0
LCE6A	0	0	0.39393	0	0	0
EXOC3L1	0	0	0.39379	0	0	0
GDEP	0.39096	0	0.0023727	0	0	0
ANO3	0	0	0.39333	0	0	0
PXT1	0.24579	0.042606	0.10423	0	0	0
RHOXF1	0	0.12351	0.26905	0	0	0
LCE1E	0	0.32976	0.062627	0	0	0
KRTAP10-11	0	0	0.31716	0	0	0.07451
GSTM2P1	0	0	0.39164	0	0	0
SNORA5C	0	0	0.39085	0	0	0
PROZ	0	0.061095	0.32909	0	0	0
RS1	0.047254	0.26964	0.025906	0	0	0.047315
PADI6	0	0.049879	0.033413	0	0	0.3067
PLAC8L1	0	0.26188	0.12799	0	0	0
PRL	0	0.26957	0.12024	0	0	0
GABRA1	0.35012	0.02994	0.0095389	0	0	0
PMCHL1	0	0.17825	0.21055	0	0	0
OTOS	0	0	0.38863	0	0	0
MIR551A	0	0	0.38852	0	0	0
TCEB3CL2	0	0.36648	0.022034	0	0	0
USP27X	0	0.066061	0.050561	0	0	0.27122
NPY1R	0	0.092248	0.29559	0	0	0
FLJ35424	0	0.2288	0.086504	0	0	0.07244
APOA5	0	0	0.38756	0	0	0
LOC100507066	0	0.17383	0.21323	0	0	0
CTSL1P8	0	0.17188	0.21508	0	0	0
IFNA13	0	0	0.3869	0	0	0
FAM5B	0	0.044969	0.34188	0	0	0
FOXE1	0	0.25533	0.13068	0	0	0
LOC153910	0.16692	0.035939	0.062396	0	0	0.12061
TFAP2B	0.055481	0.18291	0.14737	0	0	0
NUDT12	0	0	0.33176	0	0.05375	0
MIR4720	0	0.38532	0	0	0	0
KRTAP5-4	0	0	0.37195	0	0	0.012805
PIP5K1P1	0	0	0.3637	0	0	0.020487
SPAG11B	0	0	0.38411	0	0	0
RIMS4	0	0	0.15831	0	0	0.22562
CT45A1	0.13515	0.12436	0.12427	0	0	0
TICRR	0.022095	0.12278	0.22556	0	0	0.012805
ACTL7A	0	0.17503	0.20815	0	0	0
MIR5001	0	0	0.13891	0	0	0.24414
CAPN13	0	0.13145	0.25159	0	0	0
SFTA3	0	0	0.38273	0	0	0
GADL1	0.05774	0.11569	0.18682	0	0	0.022317
CAV3	0	0.38207	0	0	0	0
CNPY1	0.14419	0	0.23785	0	0	0
CTU1	0	0.12055	0.26035	0	0	0
DMGDH	0	0.082853	0.29795	0	0	0
PDILT	0	0.32449	0.056284	0	0	0
SNORD20	0	0	0.38072	0	0	0
FOLR4	0	0.3588	0.021467	0	0	0
FRMPD2	0.019838	0.28218	0.078168	0	0	0
DDX25	0	0.049152	0.10597	0	0.17375	0.051219
EHF	0	0.34016	0.039844	0	0	0
PHYHIPL	0	0.10885	0.27042	0	0	0
HSD52	0	0	0.37913	0	0	0
KCNG2	0	0.13133	0.1824	0	0	0.06512
SLC13A5	0.32757	0	0.050663	0	0	0
KLHL10	0	0.23945	0.13861	0	0	0
SNORD59B	0	0	0.37806	0	0	0
LINC00856	0	0.16477	0.21318	0	0	0
DMRTB1	0	0.37776	0	0	0	0
CBLC	0	0	0.0017236	0	0	0.37596
CRYBB3	0	0	0.37762	0	0	0
MBL1P	0	0	0.37759	0	0	0
ODF4	0	0	0.37748	0	0	0
MIR4517	0	0	0.37723	0	0	0
KIAA1239	0	0.1763	0.20069	0	0	0
ZSCAN1	0	0	0.37676	0	0	0
RTP1	0	0	0.36724	0	0	0.0095124
GNAS-AS1	0	0.19587	0.1804	0	0	0
CADM4	0	0	0.17868	0	0	0.19731
OR11G2	0	0	0.37583	0	0	0
FSCN2	0	0.054242	0.32156	0	0	0
MYADML2	0	0.2526	0.1231	0	0	0
SSX2B	0	0.27503	0.094801	0	0	0.0057316
GDF5	0	0.22516	0.1503	0	0	0
PRAMEF21	0	0.24116	0.13388	0	0	0
MIR216A	0	0	0.37452	0	0	0
NELL1	0	0.065152	0.30925	0	0	0
LOC284688	0	0.052425	0.3217	0	0	0
GGN	0	0	0.37372	0	0	0
ARSE	0	0.24219	0.13152	0	0	0
OR5V1	0	0	0.3737	0	0	0
FAM160A1	0.087091	0.083092	0.20043	0	0	0.0024391
PRM3	0	0	0.37246	0	0	0
GUCY2GP	0.25145	0.029879	0.09109	0	0	0
MIR345	0	0	0.37218	0	0	0
TTTY8	0	0.25981	0.02455	0	0	0.0872
TTTY8B	0	0.25981	0.02455	0	0	0.0872
ERVV-2	0	0.036	0.33551	0	0	0
ANKDD1B	0	0.21824	0.15296	0	0	0
FRMD8P1	0	0.30479	0.033396	0	0	0.032683
MUC1	0	0.094788	0.27578	0	0	0
PTCHD3	0	0	0.37051	0	0	0
ZNF843	0	0	0	0	0	0.37013
CCNA1	0	0.076181	0.29371	0	0	0
RSPH6A	0	0	0.36989	0	0	0
SPTBN4	0	0.050425	0.31936	0	0	0
TMEM200B	0.058545	0.0073939	0.24809	0	0	0.055729
CACNA1E	0	0.13824	0.1715	0	0	0.059999
LOC100288974	0.27935	0	0.089792	0	0	0
KCNG4	0	0.32237	0.046614	0	0	0
MIR4453	0	0	0	0	0	0.36866
TMEM249	0	0	0.36835	0	0	0
MIR636	0	0	0	0	0	0.36792
ZNF454	0	0.096307	0.24008	0	0	0.03122
NXPE2	0	0.15236	0.21514	0	0	0
ODF3	0	0.2851	0.082176	0	0	0
AMY1C	0	0.11927	0	0	0	0.2479
LOC732275	0	0.13879	0.22221	0	0	0.0057316
LRFN2	0	0	0.020718	0	0	0.3455
DUSP13	0	0.31176	0.054323	0	0	0
CTSE	0	0.011455	0.31743	0	0	0.037072
GLB1L2	0	0.11261	0.25292	0	0	0
ANKUB1	0	0.26922	0.09586	0	0	0
C9	0	0.12946	0.14281	0	0	0.092804
UBE2U	0.2908	0	0.073723	0	0	0
PSG11	0	0	0.20193	0	0	0.16073
RBAK-LOC389458	0	0.13036	0.23213	0	0	0
ANKRD26P3	0	0.027394	0.098595	0	0	0.23621
ETV4	0	0.11709	0.24225	0	0	0.0028047
MIR4306	0	0	0.36183	0	0	0
C13orf45	0	0	0.016183	0	0.33125	0.014268
HPR	0	0	0.36092	0	0	0
NR0B2	0	0.36066	0	0	0	0
TSGA13	0	0	0.053792	0	0	0.30622
NXF2	0	0.24207	0.1178	0	0	0
NXF2B	0	0.24207	0.1178	0	0	0
IMPG1	0	0.081458	0.27839	0	0	0
THEG	0	0	0.004446	0	0	0.35512
LOC339240	0	0.33302	0.026499	0	0	0
CTRC	0	0.29588	0	0	0	0.063535
NR6A1	0	0	0.12572	0	0	0.23364
HMX2	0	0	0.35917	0	0	0
DUOX2	0.060641	0.13885	0.056512	0	0	0.10268
TCEAL5	0	0.35844	0	0	0	0
NALCN	0.16112	0.0013815	0.19591	0	0	0
FAM197Y2	0	0.14818	0.21002	0	0	0
FAM197Y5	0	0.14818	0.21002	0	0	0
PLAC1L	0.15999	0	0.19761	0	0	0
LSAMP-AS3	0	0	0.35731	0	0	0
LRRTM4	0	0	0.35643	0	0	0
SHD	0.30435	0	0.051722	0	0	0
MIR635	0	0	0.3555	0	0	0
KLK9	0	0.063334	0.29215	0	0	0
CAPN6	0.071126	0.033213	0.25067	0	0	0
EFCAB9	0	0.35498	0	0	0	0
MRPL23-AS1	0	0.1523	0.20263	0	0	0
CFHR5	0	0	0.35477	0	0	0
SNORA55	0	0	0.35473	0	0	0
LINC00366	0	0	0.35449	0	0	0
ENHO	0	0	0.3543	0	0	0
ESRRB	0	0.12579	0.22834	0	0	0
LOC100506122	0	0.31381	0.040134	0	0	0
HTR1A	0	0.19181	0.16179	0	0	0
TMEM179	0	0.33497	0.01857	0	0	0
GABRQ	0	0	0.35343	0	0	0
NPBWR2	0	0	0.35341	0	0	0
DIAPH3-AS1	0.24016	0.080243	0.032881	0	0	0
COL6A4P1	0	0	0.35301	0	0	0
MYBPC2	0.068545	0	0.28378	0	0	0
UGT1A3	0	0.035819	0.31601	0	0	0
RFPL4A	0	0	0.35172	0	0	0
CCDC155	0	0.31031	0.04128	0	0	0
DEFB128	0	0	0.35125	0	0	0
CYP3A43	0	0	0.35099	0	0	0
SNORA69	0	0	0.35093	0	0	0
PCDHA3	0	0.30829	0.042268	0	0	0
MIR934	0	0	0.35009	0	0	0
IRX1	0	0	0.34999	0	0	0
HCG22	0.049675	0	0.30001	0	0	0
LINC00692	0.05113	0	0.13866	0	0	0.15951
LOC100128239	0	0	0.34865	0	0	0
SMCP	0	0.34838	0	0	0	0
MEGF10	0	0.16297	0.14744	0	0	0.037925
LOC643441	0	0.17509	0.17274	0	0	0
MIR30C1	0	0.28637	0.060775	0	0	0
MIR1266	0	0	0.34714	0	0	0
LNX1-AS1	0.22803	0	0.11898	0	0	0
SLC25A51P1	0	0.26503	0.081957	0	0	0
LOC100129083	0	0	0.31231	0	0	0.034634
OR10G9	0	0.34496	0	0	0	0.00060975
GPRC6A	0	0	0.34518	0	0	0
TREML3P	0	0	0.34496	0	0	0
LINC00588	0	0.33637	0.0084812	0	0	0
ESYT3	0	0.34018	0.0041979	0	0	0
OTX1	0	0	0.31217	0	0	0.032195
PHGR1	0	0	0.34435	0	0	0
CKMT1A	0	0	0.21946	0	0	0.12414
CKMT1B	0	0	0.21946	0	0	0.12414
CAPN14	0.22966	0.07757	0.036267	0	0	0
MIR223	0	0	0	0	0	0.34328
DLX4	0	0	0.34311	0	0	0
TAF7L	0.086122	0.19794	0.058524	0	0	0
CFHR2	0	0.18788	0.15452	0	0	0
CPB2	0	0.14012	0.20197	0	0	0
GAL3ST1	0	0.13437	0.077837	0	0	0.12962
PTTG3P	0	0	0.31348	0	0	0.027683
WDR93	0	0.15092	0.18985	0	0	0
PROP1	0	0.24872	0.091799	0	0	0
C6orf195	0	0	0.34036	0	0	0
C17orf98	0	0.31607	0.024211	0	0	0
KCNT1	0	0.021405	0.31843	0	0	0
FSTL5	0	0.082425	0.2248	0	0	0.03244
ASCL4	0.046127	0	0.29311	0	0	0
NT5C1B-RDH14	0	0.053394	0.25323	0	0	0.032561
OR2AK2	0	0.33915	0	0	0	0
DNAJB8	0	0	0.33913	0	0	0
IFNA1	0	0.218	0.12104	0	0	0
CNTD2	0	0.19339	0.14545	0	0	0
CYP26B1	0	0.33673	0.0019842	0	0	0
DPP6	0	0.15751	0.18044	0	0	0
C6orf165	0.18095	0	0.15607	0	0	0
THEGL	0	0.3331	0.0035809	0	0	0
LOC100507389	0.066126	0.059515	0.21095	0	0	0
SMIM2-IT1	0	0.20915	0.12665	0	0	0
FLJ46257	0	0	0.33542	0	0	0
TTTY22	0	0	0.33535	0	0	0
OR1M1	0	0.05297	0.28228	0	0	0
OR2M5	0	0.16661	0.16847	0	0	0
PAQR9	0	0	0.030173	0	0	0.30475
SLC5A2	0	0.022849	0.31159	0	0	0
MYH8	0	0.18254	0.14439	0	0	0.0073173
HNF4G	0	0.2191	0.11373	0	0	0.0013415
SSTR4	0	0	0.33411	0	0	0
TAAR1	0	0.091096	0.24296	0	0	0
OR9Q1	0	0.27126	0.062786	0	0	0
ABCG8	0	0.24109	0.092918	0	0	0
LINC00693	0	0.27369	0.060174	0	0	0
TOX3	0	0.028485	0.30449	0	0	0
MYH14	0.23111	0.060363	0.038764	0	0	0.002561
RNF112	0	0.03594	0.29684	0	0	0
CABP1	0	0.2737	0.059	0	0	0
SCGB1A1	0	0.15788	0.17458	0	0	0
CELA3B	0	0.092724	0.23971	0	0	0
CEBPA-AS1	0.059029	0	0.27302	0	0	0
DOC2A	0	0.034243	0.054949	0	0	0.2428
MIR3662	0	0	0.33043	0	0	0
FOXN1	0	0.33041	0	0	0	0
MROH5	0	0.08224	0.058399	0	0	0.18976
C14orf180	0	0	0.32953	0	0	0
LPPR1	0.21353	0.11563	0	0	0	0
PSORS1C1	0	0.32914	0	0	0	0
NKX2-2	0	0.048978	0.066342	0	0	0.21316
ABCA17P	0	0.064786	0.26318	0	0	0
KCNA4	0	0.0082233	0.31974	0	0	0
SCN4B	0	0.2749	0.052782	0	0	0
C6orf7	0	0	0.22357	0	0	0.10402
TKTL2	0	0	0.32757	0	0	0
CHAT	0.14806	0.16983	0.0096689	0	0	0
LRP2	0.04403	0.18509	0.074255	0	0.01125	0.011829
PTPN5	0	0.091148	0.23498	0	0	0
RMST	0	0.04747	0.27861	0	0	0
AGBL1	0.032418	0.14824	0.12859	0	0	0.015854
PDYN	0	0.32508	0	0	0	0
GIMD1	0	0	0.32503	0	0	0
MAGEB16	0	0.060724	0	0	0	0.26426
FAM71D	0	0.050182	0.27465	0	0	0
OR4X2	0	0	0.32477	0	0	0
MIR1184-1	0	0.30115	0.023587	0	0	0
MIR1184-2	0	0.30115	0.023587	0	0	0
MIR1184-3	0	0.30115	0.023587	0	0	0
CCDC105	0	0	0.057442	0	0	0.26706
FAM71F2	0	0	0	0	0	0.32415
CRHR2	0	0	0.24863	0.075451	0	0
CLEC1B	0	0	0.13969	0	0	0.18389
INSL4	0	0	0.32335	0	0	0
OR10R2	0	0	0.32316	0	0	0
SLC6A3	0	0.0043635	0.27592	0	0	0.042804
AKNAD1	0	0.014545	0.055749	0	0	0.25243
PRSS58	0	0.20394	0.11859	0	0	0
ZNF705B	0	0.10012	0.22236	0	0	0
CA7	0	0.31795	0.0040304	0	0	0
OIT3	0	0.26516	0.056403	0	0	0
KIRREL3	0	0.28183	0.039487	0	0	0
GATA1	0	0.30466	0.016556	0	0	0
MIR191	0	0	0	0	0	0.32086
GRID2IP	0.14451	0.054849	0.11855	0	0	0.0025608
OR6C4	0	0.10498	0.21507	0	0	0
KRT73	0	0	0.31938	0	0	0
AGTR1	0	0	0.075	0	0.24375	0
VTCN1	0	0	0.31839	0	0	0
LOC728463	0	0	0	0	0	0.3183
KRTAP9-8	0.22482	0	0.0048147	0	0	0.088048
C9orf172	0	0	0.1297	0	0	0.18779
PROSAPIP1	0	0	0.3173	0	0	0
IQCF1	0	0	0.3166	0	0	0
CCL15	0	0	0.31643	0	0	0
SPRR2B	0	0	0.31583	0	0	0
LOC100129175	0	0.31581	0	0	0	0
KLC3	0.045803	0.16503	0.10476	0	0	0
SNORA34	0	0	0.31532	0	0	0
CSMD3	0.058705	0.037091	0.21951	0	0	0
LINC00645	0	0	0.31518	0	0	0
DNAJC6	0.023064	0.056424	0.23566	0	0	0
SNORD102	0	0	0.093763	0	0	0.22132
LRRTM3	0	0.2846	0.029947	0	0	0
LOC200726	0	0	0.314	0	0	0
C4orf45	0	0	0.29271	0	0	0.021219
BOK-AS1	0	0	0.12275	0	0	0.19109
SFTA1P	0	0.22661	0.086963	0	0	0
NKX2-8	0	0.25025	0.063226	0	0	0
OR13A1	0	0	0.31306	0	0	0
OVCH2	0	0.047576	0.26525	0	0	0
TSPY8	0	0	0.31269	0	0	0
DEFB119	0	0	0.31263	0	0	0
KC6	0	0.052788	0.20721	0	0	0.052558
LOC100507346	0	0	0.31246	0	0	0
HOXA1	0	0	0.31201	0	0	0
SNORA5B	0	0	0.31144	0	0	0
C9orf96	0	0.074786	0.031382	0	0	0.20488
DGCR10	0	0.31102	0	0	0	0
SLC4A9	0	0.23885	0.016391	0	0	0.055487
OR10A2	0	0	0.20057	0	0	0.10988
LOC100287944	0	0.27351	0.035888	0	0	0
OR4D9	0	0	0.30921	0	0	0
NXPH3	0	0.16194	0.14715	0	0	0
MIR4265	0	0.30873	0	0	0	0
LOC100505474	0	0.2869	0.021699	0	0	0
NLRP10	0	0	0.30857	0	0	0
MIR581	0	0	0.30843	0	0	0
C20orf78	0	0	0.30832	0	0	0
GLIS3-AS1	0	0.122	0.18619	0	0	0
TPTE	0.015806	0.074308	0.21802	0	0	0
SPACA5	0	0.12831	0.17978	0	0	0
LOC100505978	0	0.10903	0.19902	0	0	0
MIR135A2	0	0	0.308	0	0	0
TEX26-AS1	0	0.1734	0.13456	0	0	0
TCF23	0	0	0.30773	0	0	0
TTTY11	0	0	0.30718	0	0	0
C7orf57	0	0.081635	0.22493	0	0	0
LOC100129027	0	0.11927	0.16447	0	0	0.022683
MC4R	0	0	0.30583	0	0	0
LOC646168	0.20532	0	0.10018	0	0	0
SNAR-C4	0	0	0	0	0	0.30548
MGC27382	0	0	0.3054	0	0	0
DEFB129	0	0.2746	0.030631	0	0	0
ALOX15P1	0.22064	0	0.084372	0	0	0
CT45A3	0	0.19327	0.11146	0	0	0
KRTAP10-9	0	0.082527	0.17791	0	0	0.043903
RNF150	0	0	0.0015915	0	0	0.30256
SLC35F4	0	0.10533	0.19869	0	0	0
CNGA3	0	0	0.30397	0	0	0
DNAJA1P5	0	0	0.30397	0	0	0
HRG	0	0.26419	0.039215	0	0	0
LCE3E	0	0	0.30268	0	0	0
MOV10L1	0	0	0.088842	0	0	0.21378
HOXC6	0	0.084362	0.045238	0	0.16625	0.0067076
TUBA3E	0	0	0.21824	0	0	0.083902
5-Sep	0	0.039031	0.26308	0	0	0
LOC145845	0	0	0.30189	0	0	0
OR1E2	0	0.062605	0.23913	0	0	0
LINC00535	0	0.214	0.0788	0	0	0.0086583
KCNJ18	0	0.040788	0.26053	0	0	0
SCN7A	0.035321	0.087697	0.15791	0	0	0.020244
PDE6C	0	0.24376	0.057241	0	0	0
TCEB3B	0	0.0077578	0.29274	0	0	0
OPRD1	0	0	0.30048	0	0	0
KEL	0.12499	0.084546	0.090853	0	0	0
C2orf50	0	0	0.30038	0	0	0
DNAH5	0.0958	0.059878	0.14046	0	0	0.0041462
TAC3	0	0	0.24516	0	0	0.055001
SLC22A13	0	0.26987	0.030228	0	0	0
CLGN	0	0.2046	0.095133	0	0	0
LRRC26	0	0.080603	0.21897	0	0	0
OR56A3	0	0.10127	0.19828	0	0	0
SNORD70	0	0	0.2994	0	0	0
KRTAP6-3	0	0	0.29915	0	0	0
MIR744	0	0	0.29826	0	0	0
KRT36	0	0.22037	0.077609	0	0	0
C18orf42	0	0.23878	0.059069	0	0	0
KLK13	0	0.017818	0.28001	0	0	0
MIR548I3	0	0.28601	0.011797	0	0	0
PIK3C2G	0	0	0.26751	0	0	0.030122
SAMD15	0	0.12721	0.17019	0	0	0
CTAGE11P	0.13193	0.034969	0.10104	0	0	0.029268
DDX11L1	0	0	0.29673	0	0	0
SNORD116-18	0	0.20316	0.093379	0	0	0
TMEM125	0	0.050484	0.24605	0	0	0
MAGEB1	0	0	0.29593	0	0	0
