Gene	Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells
RP11-400K9.2	0	0	0	0	0	0
RP11-400K9.3	0	0	0	0	0	0
RP11-400K9.4	0	0	0	0	0	0
RP11-400N13.1	0	0	0	0	0	0
RP11-400N13.2	0	0	0	0	0	0
RP11-400N13.3	0	0	0	0	0	0
RP11-401E14.2	0	0	0	0	0	0
RP11-401E5.2	0	0	0	0	0	0
RP11-401E9.3	0	0	0	0	0	0
RP11-401G5.1	0	0	0	0	0	0
RP11-401H2.1	0	0	0	0	0	0
RP11-401I19.1	0	0	0	0	0	0
RP11-401P9.6	0	0	0	0	0	0
RP11-402C9.1	0	0	0	0	0	0
RP11-402G3.3	0	0	0	0	0	0
RP11-402G3.4	0	0	0	0	0	0
RP11-402G3.5	0	0	0	0	0	0
RP11-402G3.6	0	0	0	0	0	0
RP11-402J6.1	0	0	0	0	0	0
RP11-402J6.3	0	0	0	0	0	0
RP11-402L1.11	0	0	0	0	0	0
RP11-402L1.12	0	0	0	0	0	0
RP11-402L1.4	0	0	0	0	0	0
RP11-402L5.1	0	0	0	0	0	0
RP11-402L5.2	0	0	0	0	0	0
RP11-402N8.1	0	0	0	0	0	0
RP11-402P6.11	0	0	0	0	0	0
RP11-402P6.12	0	0	0	0	0	0
RP11-402P6.13	0	0	0	0	0	0
RP11-402P6.2	0	0	0	0	0	0
RP11-402P6.3	0	0	0	0	0	0
RP11-402P6.4	0	0	0	0	0	0
RP11-402P6.5	0	0	0	0	0	0
RP11-402P6.6	0	0	0	0	0	0
RP11-402P6.7	0	0	0	0	0	0
RP11-402P6.9	0	0	0	0	0	0
RP11-403D15.1	0	0	0	0	0	0
RP11-403D15.2	0	0	0	0	0	0
RP11-403E24.1	0	0	0	0	0	0
RP11-403H13.1	0	0	0	0	0	0
RP11-403I13.2	0	0	0	0	0	0
RP11-403I13.9	0	0	0	0	0	0
RP11-403N16.2	0	0	0	0	0	0
RP11-403P13.1	0	0	0	0	0	0
RP11-403P14.1	0	0	0	0	0	0
RP11-404E12.1	0	0	0	0	0	0
RP11-404G16.2	0	0	0	0	0	0
RP11-404H14.1	0	0	0	0	0	0
RP11-404I7.1	0	0	0	0	0	0
RP11-404I7.2	0	0	0	0	0	0
RP11-404J23.1	0	0	0	0	0	0
RP11-404K5.3	0	0	0	0	0	0
RP11-404K5.4	0	0	0	0	0	0
RP11-404L6.2	0	0	0	0	0	0
RP11-404O13.1	0	0	0	0	0	0
RP11-405K6.1	0	0	0	0	0	0
RP11-405L18.4	0	0	0	0	0	0
RP11-405P11.1	0	0	0	0	0	0
RP11-406A20.1	0	0	0	0	0	0
RP11-406A20.4	0	0	0	0	0	0
RP11-406D1.2	0	0	0	0	0	0
RP11-406O16.1	0	0	0	0	0	0
RP11-406O23.2	0	0	0	0	0	0
RP11-407B7.1	0	0	0	0	0	0
RP11-407P18.1	0	0	0	0	0	0
RP11-407P2.1	0	0	0	0	0	0
RP11-408A13.2	0	0	0	0	0	0
RP11-408E1.1	0	0	0	0	0	0
RP11-408E5.4	0	0	0	0	0	0
RP11-408E5.5	0	0	0	0	0	0
RP11-408E5.6	0	0	0	0	0	0
RP11-408N14.1	0	0	0	0	0	0
RP11-408O13.2	0	0	0	0	0	0
RP11-409C19.2	0	0	0	0	0	0
RP11-409K20.6	0	0	0	0	0	0
RP11-40C11.2	0	0	0	0	0	0
RP11-40C6.2	0	0	0	0	0	0
RP11-40F6.1	0	0	0	0	0	0
RP11-40G16.1	0	0	0	0	0	0
RP11-40H19.1	0	0	0	0	0	0
RP11-40H20.4	0	0	0	0	0	0
RP11-410C4.1	0	0	0	0	0	0
RP11-410C4.2	0	0	0	0	0	0
RP11-410C4.4	0	0	0	0	0	0
RP11-410D17.2	0	0	0	0	0	0
RP11-410K21.2	0	0	0	0	0	0
RP11-410L14.1	0	0	0	0	0	0
RP11-410N8.1	0	0	0	0	0	0
RP11-410N8.4	0	0	0	0	0	0
RP11-411H5.1	0	0	0	0	0	0
RP11-412B14.2	0	0	0	0	0	0
RP11-412H9.2	0	0	0	0	0	0
RP11-412P11.1	0	0	0	0	0	0
RP11-413E1.4	0	0	0	0	0	0
RP11-413E6.2	0	0	0	0	0	0
RP11-413G15.1	0	0	0	0	0	0
RP11-413N13.1	0	0	0	0	0	0
RP11-413P11.1	0	0	0	0	0	0
RP11-414B7.1	0	0	0	0	0	0
RP11-414C16.1	0	0	0	0	0	0
RP11-414H17.2	0	0	0	0	0	0
RP11-414H17.6	0	0	0	0	0	0
RP11-414H17.7	0	0	0	0	0	0
RP11-414H17.8	0	0	0	0	0	0
RP11-415A20.1	0	0	0	0	0	0
RP11-415C15.1	0	0	0	0	0	0
RP11-415C15.3	0	0	0	0	0	0
RP11-415D17.1	0	0	0	0	0	0
RP11-415D17.3	0	0	0	0	0	0
RP11-415D17.4	0	0	0	0	0	0
RP11-415H23.4	0	0	0	0	0	0
RP11-415I12.1	0	0	0	0	0	0
RP11-415J8.5	0	0	0	0	0	0
RP11-415K20.1	0	0	0	0	0	0
RP11-416A17.1	0	0	0	0	0	0
RP11-416K24.1	0	0	0	0	0	0
RP11-416L21.1	0	0	0	0	0	0
RP11-416N2.3	0	0	0	0	0	0
RP11-416N4.1	0	0	0	0	0	0
RP11-416N4.4	0	0	0	0	0	0
RP11-416O18.2	0	0	0	0	0	0
RP11-417B4.3	0	0	0	0	0	0
RP11-417D4.1	0	0	0	0	0	0
RP11-417E7.1	0	0	0	0	0	0
RP11-417F21.2	0	0	0	0	0	0
RP11-417J1.1	0	0	0	0	0	0
RP11-417J1.3	0	0	0	0	0	0
RP11-417L14.1	0	0	0	0	0	0
RP11-417O11.5	0	0	0	0	0	0
RP11-418B12.1	0	0	0	0	0	0
RP11-418J17.3	0	0	0	0	0	0
RP11-419C19.1	0	0	0	0	0	0
RP11-419C19.2	0	0	0	0	0	0
RP11-419C19.3	0	0	0	0	0	0
RP11-419C23.1	0	0	0	0	0	0
RP11-419K12.1	0	0	0	0	0	0
RP11-419L20.2	0	0	0	0	0	0
RP11-419L4.1	0	0	0	0	0	0
RP11-419M24.1	0	0	0	0	0	0
RP11-419M24.2	0	0	0	0	0	0
RP11-419M24.4	0	0	0	0	0	0
RP11-419M24.5	0	0	0	0	0	0
RP11-419N10.5	0	0	0	0	0	0
RP11-41L14.1	0	0	0	0	0	0
RP11-420A21.1	0	0	0	0	0	0
RP11-420B22.1	0	0	0	0	0	0
RP11-420H19.1	0	0	0	0	0	0
RP11-420H19.2	0	0	0	0	0	0
RP11-420H19.3	0	0	0	0	0	0
RP11-420J11.1	0	0	0	0	0	0
RP11-420J11.2	0	0	0	0	0	0
RP11-420K8.1	0	0	0	0	0	0
RP11-420L9.2	0	0	0	0	0	0
RP11-420L9.4	0	0	0	0	0	0
RP11-420O16.1	0	0	0	0	0	0
RP11-420O16.2	0	0	0	0	0	0
RP11-421B23.2	0	0	0	0	0	0
RP11-421E17.4	0	0	0	0	0	0
RP11-421N10.1	0	0	0	0	0	0
RP11-421P23.2	0	0	0	0	0	0
RP11-422J15.1	0	0	0	0	0	0
RP11-422N16.3	0	0	0	0	0	0
RP11-422P22.1	0	0	0	0	0	0
RP11-422P24.9	0	0	0	0	0	0
RP11-423C15.3	0	0	0	0	0	0
RP11-423E7.1	0	0	0	0	0	0
RP11-423F24.3	0	0	0	0	0	0
RP11-423J7.1	0	0	0	0	0	0
RP11-423O2.3	0	0	0	0	0	0
RP11-423O2.4	0	0	0	0	0	0
RP11-423O2.7	0	0	0	0	0	0
RP11-424D14.1	0	0	0	0	0	0
RP11-424E7.3	0	0	0	0	0	0
RP11-424M21.1	0	0	0	0	0	0
RP11-425D10.1	0	0	0	0	0	0
RP11-425E13.1	0	0	0	0	0	0
RP11-425I13.2	0	0	0	0	0	0
RP11-425L10.1	0	0	0	0	0	0
RP11-426A6.8	0	0	0	0	0	0
RP11-427E4.1	0	0	0	0	0	0
RP11-427M20.1	0	0	0	0	0	0
RP11-427P5.2	0	0	0	0	0	0
RP11-428C19.4	0	0	0	0	0	0
RP11-428F8.2	0	0	0	0	0	0
RP11-428G2.1	0	0	0	0	0	0
RP11-428J1.2	0	0	0	0	0	0
RP11-428L21.1	0	0	0	0	0	0
RP11-428L21.2	0	0	0	0	0	0
RP11-428L9.1	0	0	0	0	0	0
RP11-428L9.2	0	0	0	0	0	0
RP11-429A24.4	0	0	0	0	0	0
RP11-429E11.2	0	0	0	0	0	0
RP11-429G19.3	0	0	0	0	0	0
RP11-429J17.4	0	0	0	0	0	0
RP11-429J17.5	0	0	0	0	0	0
RP11-429J17.8	0	0	0	0	0	0
RP11-429O2.1	0	0	0	0	0	0
RP11-42A4.1	0	0	0	0	0	0
RP11-42D20.1	0	0	0	0	0	0
RP11-42L13.2	0	0	0	0	0	0
RP11-42O15.2	0	0	0	0	0	0
RP11-430A19.2	0	0	0	0	0	0
RP11-430G17.1	0	0	0	0	0	0
RP11-430H10.3	0	0	0	0	0	0
RP11-430H10.4	0	0	0	0	0	0
RP11-430H12.2	0	0	0	0	0	0
RP11-430L16.1	0	0	0	0	0	0
RP11-430L17.1	0	0	0	0	0	0
RP11-430L3.1	0	0	0	0	0	0
RP11-431D12.1	0	0	0	0	0	0
RP11-431I8.1	0	0	0	0	0	0
RP11-431J17.1	0	0	0	0	0	0
RP11-431K24.2	0	0	0	0	0	0
RP11-431K24.3	0	0	0	0	0	0
RP11-431K24.4	0	0	0	0	0	0
RP11-431M3.1	0	0	0	0	0	0
RP11-431M3.2	0	0	0	0	0	0
RP11-431M7.2	0	0	0	0	0	0
RP11-432B10.1	0	0	0	0	0	0
RP11-432B6.1	0	0	0	0	0	0
RP11-432B6.3	0	0	0	0	0	0
RP11-432G16.1	0	0	0	0	0	0
RP11-432J24.5	0	0	0	0	0	0
RP11-432J9.3	0	0	0	0	0	0
RP11-432M24.4	0	0	0	0	0	0
RP11-432M8.1	0	0	0	0	0	0
RP11-432M8.10	0	0	0	0	0	0
RP11-432M8.11	0	0	0	0	0	0
RP11-432M8.12	0	0	0	0	0	0
RP11-432M8.13	0	0	0	0	0	0
RP11-432M8.14	0	0	0	0	0	0
RP11-432M8.15	0	0	0	0	0	0
RP11-432M8.16	0	0	0	0	0	0
RP11-432M8.17	0	0	0	0	0	0
RP11-432M8.18	0	0	0	0	0	0
RP11-432M8.19	0	0	0	0	0	0
RP11-432M8.2	0	0	0	0	0	0
RP11-432M8.3	0	0	0	0	0	0
RP11-432M8.4	0	0	0	0	0	0
RP11-432M8.5	0	0	0	0	0	0
RP11-432M8.6	0	0	0	0	0	0
RP11-432M8.7	0	0	0	0	0	0
RP11-432M8.8	0	0	0	0	0	0
RP11-432M8.9	0	0	0	0	0	0
RP11-432N13.2	0	0	0	0	0	0
RP11-433A10.2	0	0	0	0	0	0
RP11-433B3.1	0	0	0	0	0	0
RP11-433C9.2	0	0	0	0	0	0
RP11-433J20.2	0	0	0	0	0	0
RP11-433J22.2	0	0	0	0	0	0
RP11-433J22.3	0	0	0	0	0	0
RP11-433O3.1	0	0	0	0	0	0
RP11-434D11.4	0	0	0	0	0	0
RP11-434D11.5	0	0	0	0	0	0
RP11-434D2.8	0	0	0	0	0	0
RP11-434D9.1	0	0	0	0	0	0
RP11-434I12.3	0	0	0	0	0	0
RP11-434I12.4	0	0	0	0	0	0
RP11-434I12.5	0	0	0	0	0	0
RP11-434J24.2	0	0	0	0	0	0
RP11-434O22.1	0	0	0	0	0	0
RP11-435D7.3	0	0	0	0	0	0
RP11-435M3.2	0	0	0	0	0	0
RP11-435O5.2	0	0	0	0	0	0
RP11-435P24.2	0	0	0	0	0	0
RP11-436A20.3	0	0	0	0	0	0
RP11-436A7.1	0	0	0	0	0	0
RP11-436D10.3	0	0	0	0	0	0
RP11-436D23.1	0	0	0	0	0	0
RP11-436F21.1	0	0	0	0	0	0
RP11-436F21.3	0	0	0	0	0	0
RP11-436F23.1	0	0	0	0	0	0
RP11-436H11.1	0	0	0	0	0	0
RP11-436H11.2	0	0	0	0	0	0
RP11-436H11.3	0	0	0	0	0	0
RP11-436H11.4	0	0	0	0	0	0
RP11-436H11.5	0	0	0	0	0	0
RP11-436H11.6	0	0	0	0	0	0
RP11-436J20.1	0	0	0	0	0	0
RP11-436M15.1	0	0	0	0	0	0
RP11-436P7.1	0	0	0	0	0	0
RP11-436P7.2	0	0	0	0	0	0
RP11-437J19.1	0	0	0	0	0	0
RP11-438C19.1	0	0	0	0	0	0
RP11-438C19.2	0	0	0	0	0	0
RP11-438D8.2	0	0	0	0	0	0
RP11-438N5.2	0	0	0	0	0	0
RP11-438N5.4	0	0	0	0	0	0
RP11-438O11.1	0	0	0	0	0	0
RP11-438P9.1	0	0	0	0	0	0
RP11-438P9.2	0	0	0	0	0	0
RP11-439A17.10	0	0	0	0	0	0
RP11-439A17.4	0	0	0	0	0	0
RP11-439A17.5	0	0	0	0	0	0
RP11-439C8.1	0	0	0	0	0	0
RP11-439E19.5	0	0	0	0	0	0
RP11-439E19.6	0	0	0	0	0	0
RP11-439E19.7	0	0	0	0	0	0
RP11-439H8.4	0	0	0	0	0	0
RP11-439H9.1	0	0	0	0	0	0
RP11-439K3.1	0	0	0	0	0	0
RP11-439K3.3	0	0	0	0	0	0
RP11-439L8.2	0	0	0	0	0	0
RP11-439L8.3	0	0	0	0	0	0
RP11-43D2.2	0	0	0	0	0	0
RP11-43D2.4	0	0	0	0	0	0
RP11-43D2.5	0	0	0	0	0	0
RP11-43D2.6	0	0	0	0	0	0
RP11-43D2.7	0	0	0	0	0	0
RP11-440G9.1	0	0	0	0	0	0
RP11-440I14.2	0	0	0	0	0	0
RP11-440I14.4	0	0	0	0	0	0
RP11-441A11.1	0	0	0	0	0	0
RP11-441L11.1	0	0	0	0	0	0
RP11-441M10.1	0	0	0	0	0	0
RP11-442J17.3	0	0	0	0	0	0
RP11-442N1.1	0	0	0	0	0	0
RP11-442O18.1	0	0	0	0	0	0
RP11-442O18.2	0	0	0	0	0	0
RP11-442O18.3	0	0	0	0	0	0
RP11-443A13.3	0	0	0	0	0	0
RP11-443A13.5	0	0	0	0	0	0
RP11-443B9.1	0	0	0	0	0	0
RP11-443C10.1	0	0	0	0	0	0
RP11-443C10.2	0	0	0	0	0	0
RP11-443C10.3	0	0	0	0	0	0
RP11-443F16.1	0	0	0	0	0	0
RP11-443O13.3	0	0	0	0	0	0
RP11-444C12.1	0	0	0	0	0	0
RP11-444D13.1	0	0	0	0	0	0
RP11-444I9.3	0	0	0	0	0	0
RP11-444K7.8	0	0	0	0	0	0
RP11-444P10.1	0	0	0	0	0	0
RP11-445F12.1	0	0	0	0	0	0
RP11-445F6.3	0	0	0	0	0	0
RP11-445J9.1	0	0	0	0	0	0
RP11-445K13.2	0	0	0	0	0	0
RP11-445L6.3	0	0	0	0	0	0
RP11-445N18.2	0	0	0	0	0	0
RP11-445N18.3	0	0	0	0	0	0
RP11-445N18.5	0	0	0	0	0	0
RP11-445N18.7	0	0	0	0	0	0
RP11-445N18.9	0	0	0	0	0	0
RP11-445O16.2	0	0	0	0	0	0
RP11-445O3.1	0	0	0	0	0	0
RP11-445O3.2	0	0	0	0	0	0
RP11-445P17.3	0	0	0	0	0	0
RP11-445P17.6	0	0	0	0	0	0
RP11-446F17.3	0	0	0	0	0	0
RP11-446F3.2	0	0	0	0	0	0
RP11-446H18.1	0	0	0	0	0	0
RP11-446H18.5	0	0	0	0	0	0
RP11-446J8.1	0	0	0	0	0	0
RP11-447B18.1	0	0	0	0	0	0
RP11-447E20.1	0	0	0	0	0	0
RP11-447G11.1	0	0	0	0	0	0
RP11-447H19.1	0	0	0	0	0	0
RP11-447H19.2	0	0	0	0	0	0
RP11-447H19.3	0	0	0	0	0	0
RP11-448G15.1	0	0	0	0	0	0
RP11-448G4.2	0	0	0	0	0	0
RP11-448G4.4	0	0	0	0	0	0
RP11-448K10.1	0	0	0	0	0	0
RP11-448N11.1	0	0	0	0	0	0
RP11-448N11.2	0	0	0	0	0	0
RP11-448P19.1	0	0	0	0	0	0
RP11-449H15.2	0	0	0	0	0	0
RP11-449H3.1	0	0	0	0	0	0
RP11-449H3.2	0	0	0	0	0	0
RP11-449I17.9	0	0	0	0	0	0
RP11-449J1.1	0	0	0	0	0	0
RP11-449J3.3	0	0	0	0	0	0
RP11-449L13.2	0	0	0	0	0	0
RP11-449O16.2	0	0	0	0	0	0
RP11-44F21.2	0	0	0	0	0	0
RP11-44F21.4	0	0	0	0	0	0
RP11-44H4.1	0	0	0	0	0	0
RP11-44K6.2	0	0	0	0	0	0
RP11-44K6.3	0	0	0	0	0	0
RP11-44K6.5	0	0	0	0	0	0
RP11-44N12.4	0	0	0	0	0	0
RP11-44N17.1	0	0	0	0	0	0
RP11-450H5.3	0	0	0	0	0	0
RP11-450I1.2	0	0	0	0	0	0
RP11-450I1.4	0	0	0	0	0	0
RP11-450I19.1	0	0	0	0	0	0
RP11-451B8.1	0	0	0	0	0	0
RP11-451F20.1	0	0	0	0	0	0
RP11-451G4.2	0	0	0	0	0	0
RP11-451G4.3	0	0	0	0	0	0
RP11-451H23.1	0	0	0	0	0	0
RP11-451H23.2	0	0	0	0	0	0
RP11-451J24.1	0	0	0	0	0	0
RP11-451M19.2	0	0	0	0	0	0
RP11-451N19.1	0	0	0	0	0	0
RP11-451O13.1	0	0	0	0	0	0
RP11-451O18.1	0	0	0	0	0	0
RP11-452B18.2	0	0	0	0	0	0
RP11-452D2.1	0	0	0	0	0	0
RP11-452D2.2	0	0	0	0	0	0
RP11-452H21.1	0	0	0	0	0	0
RP11-452H21.2	0	0	0	0	0	0
RP11-452K12.6	0	0	0	0	0	0
RP11-453N3.1	0	0	0	0	0	0
RP11-453O22.1	0	0	0	0	0	0
RP11-453O5.1	0	0	0	0	0	0
RP11-454C18.1	0	0	0	0	0	0
RP11-454E7.1	0	0	0	0	0	0
RP11-454H13.1	0	0	0	0	0	0
RP11-454P21.1	0	0	0	0	0	0
RP11-455B2.7	0	0	0	0	0	0
RP11-455B2.9	0	0	0	0	0	0
RP11-456A14.1	0	0	0	0	0	0
RP11-456H18.1	0	0	0	0	0	0
RP11-457D2.3	0	0	0	0	0	0
RP11-457K10.1	0	0	0	0	0	0
RP11-457K10.2	0	0	0	0	0	0
RP11-457M11.2	0	0	0	0	0	0
RP11-457P14.5	0	0	0	0	0	0
RP11-457P14.6	0	0	0	0	0	0
RP11-458D21.2	0	0	0	0	0	0
RP11-458F8.1	0	0	0	0	0	0
RP11-458F8.3	0	0	0	0	0	0
RP11-458I7.1	0	0	0	0	0	0
RP11-458K10.1	0	0	0	0	0	0
RP11-458K10.2	0	0	0	0	0	0
RP11-459A10.1	0	0	0	0	0	0
RP11-459A10.2	0	0	0	0	0	0
RP11-459A10.3	0	0	0	0	0	0
RP11-459D20.1	0	0	0	0	0	0
RP11-459F1.2	0	0	0	0	0	0
RP11-459J23.1	0	0	0	0	0	0
RP11-459K23.2	0	0	0	0	0	0
RP11-459O16.1	0	0	0	0	0	0
RP11-459O16.2	0	0	0	0	0	0
RP11-459O16.3	0	0	0	0	0	0
RP11-459O16.4	0	0	0	0	0	0
RP11-459O16.5	0	0	0	0	0	0
RP11-459O16.6	0	0	0	0	0	0
RP11-459O16.7	0	0	0	0	0	0
RP11-45A12.1	0	0	0	0	0	0
RP11-45A12.2	0	0	0	0	0	0
RP11-45A16.4	0	0	0	0	0	0
RP11-45D17.1	0	0	0	0	0	0
RP11-45G20.1	0	0	0	0	0	0
RP11-45H22.1	0	0	0	0	0	0
RP11-45H22.2	0	0	0	0	0	0
RP11-45H22.3	0	0	0	0	0	0
RP11-45I20.1	0	0	0	0	0	0
RP11-45J1.1	0	0	0	0	0	0
RP11-45K10.2	0	0	0	0	0	0
RP11-45L9.1	0	0	0	0	0	0
RP11-45O22.1	0	0	0	0	0	0
RP11-45O22.3	0	0	0	0	0	0
RP11-45P15.2	0	0	0	0	0	0
RP11-45P22.2	0	0	0	0	0	0
RP11-460B17.1	0	0	0	0	0	0
RP11-460B17.2	0	0	0	0	0	0
RP11-460B17.3	0	0	0	0	0	0
RP11-460E7.6	0	0	0	0	0	0
RP11-460E7.8	0	0	0	0	0	0
RP11-460E7.9	0	0	0	0	0	0
RP11-460H9.1	0	0	0	0	0	0
RP11-460I19.2	0	0	0	0	0	0
RP11-460N11.4	0	0	0	0	0	0
RP11-460N11.6	0	0	0	0	0	0
RP11-460N20.3	0	0	0	0	0	0
RP11-460N20.4	0	0	0	0	0	0
RP11-461H3.2	0	0	0	0	0	0
RP11-461K13.1	0	0	0	0	0	0
RP11-462B18.1	0	0	0	0	0	0
RP11-462B18.3	0	0	0	0	0	0
RP11-462G2.1	0	0	0	0	0	0
RP11-462G2.2	0	0	0	0	0	0
RP11-462G8.2	0	0	0	0	0	0
RP11-463C14.1	0	0	0	0	0	0
RP11-463D19.1	0	0	0	0	0	0
RP11-463H12.2	0	0	0	0	0	0
RP11-463H24.1	0	0	0	0	0	0
RP11-463J7.1	0	0	0	0	0	0
RP11-463J7.2	0	0	0	0	0	0
RP11-463J7.3	0	0	0	0	0	0
RP11-463M16.2	0	0	0	0	0	0
RP11-463M16.5	0	0	0	0	0	0
RP11-463P17.1	0	0	0	0	0	0
RP11-463P17.3	0	0	0	0	0	0
RP11-464C19.2	0	0	0	0	0	0
RP11-464C19.3	0	0	0	0	0	0
RP11-464D20.2	0	0	0	0	0	0
RP11-464F9.19	0	0	0	0	0	0
RP11-465K1.2	0	0	0	0	0	0
RP11-465K16.1	0	0	0	0	0	0
RP11-465L10.10	0	0	0	0	0	0
RP11-465N4.2	0	0	0	0	0	0
RP11-466F5.3	0	0	0	0	0	0
RP11-466F5.4	0	0	0	0	0	0
RP11-466F5.9	0	0	0	0	0	0
RP11-466G12.3	0	0	0	0	0	0
RP11-466I1.1	0	0	0	0	0	0
RP11-466J24.1	0	0	0	0	0	0
RP11-466P24.5	0	0	0	0	0	0
RP11-467D10.2	0	0	0	0	0	0
RP11-467I20.2	0	0	0	0	0	0
RP11-467I20.3	0	0	0	0	0	0
RP11-467I20.4	0	0	0	0	0	0
RP11-467I20.5	0	0	0	0	0	0
RP11-467I20.6	0	0	0	0	0	0
RP11-467K18.2	0	0	0	0	0	0
RP11-468D11.1	0	0	0	0	0	0
RP11-468H14.1	0	0	0	0	0	0
RP11-468N14.09	0	0	0	0	0	0
RP11-468N14.1	0	0	0	0	0	0
RP11-468N14.10	0	0	0	0	0	0
RP11-468N14.11	0	0	0	0	0	0
RP11-468N14.12	0	0	0	0	0	0
RP11-468N14.3	0	0	0	0	0	0
RP11-468N14.4	0	0	0	0	0	0
RP11-468N14.5	0	0	0	0	0	0
RP11-468N14.6	0	0	0	0	0	0
RP11-468N14.7	0	0	0	0	0	0
RP11-468N14.8	0	0	0	0	0	0
RP11-468O2.1	0	0	0	0	0	0
RP11-469A15.2	0	0	0	0	0	0
RP11-469L4.1	0	0	0	0	0	0
RP11-469N6.2	0	0	0	0	0	0
RP11-469N6.3	0	0	0	0	0	0
RP11-46A10.2	0	0	0	0	0	0
RP11-46B11.2	0	0	0	0	0	0
RP11-46B11.4	0	0	0	0	0	0
RP11-46C24.3	0	0	0	0	0	0
RP11-46E17.6	0	0	0	0	0	0
RP11-46H11.12	0	0	0	0	0	0
RP11-46O21.2	0	0	0	0	0	0
RP11-46P12.1	0	0	0	0	0	0
RP11-470F18.1	0	0	0	0	0	0
RP11-470L19.2	0	0	0	0	0	0
RP11-470M17.2	0	0	0	0	0	0
RP11-470P21.2	0	0	0	0	0	0
RP11-471B18.1	0	0	0	0	0	0
RP11-471G13.2	0	0	0	0	0	0
RP11-472A1.1	0	0	0	0	0	0
RP11-472D17.1	0	0	0	0	0	0
RP11-472D17.2	0	0	0	0	0	0
RP11-472D17.3	0	0	0	0	0	0
RP11-472D17.4	0	0	0	0	0	0
RP11-472D17.6	0	0	0	0	0	0
RP11-472F14.4	0	0	0	0	0	0
RP11-472F19.1	0	0	0	0	0	0
RP11-472G21.2	0	0	0	0	0	0
RP11-472G23.10	0	0	0	0	0	0
RP11-472G23.3	0	0	0	0	0	0
RP11-472K22.1	0	0	0	0	0	0
RP11-472K22.2	0	0	0	0	0	0
RP11-472M19.2	0	0	0	0	0	0
RP11-472N13.2	0	0	0	0	0	0
RP11-473A10.2	0	0	0	0	0	0
RP11-473E2.2	0	0	0	0	0	0
RP11-473E2.3	0	0	0	0	0	0
RP11-473E2.4	0	0	0	0	0	0
RP11-473J6.1	0	0	0	0	0	0
RP11-473L15.3	0	0	0	0	0	0
RP11-473M10.1	0	0	0	0	0	0
RP11-473M10.3	0	0	0	0	0	0
RP11-473O4.3	0	0	0	0	0	0
RP11-474I16.8	0	0	0	0	0	0
RP11-474J18.1	0	0	0	0	0	0
RP11-474J18.2	0	0	0	0	0	0
RP11-474L11.3	0	0	0	0	0	0
RP11-474L11.5	0	0	0	0	0	0
RP11-474O21.2	0	0	0	0	0	0
RP11-475C16.2	0	0	0	0	0	0
RP11-475D12.1	0	0	0	0	0	0
RP11-475D12.2	0	0	0	0	0	0
RP11-475D8.1	0	0	0	0	0	0
RP11-475E11.2	0	0	0	0	0	0
RP11-475I24.2	0	0	0	0	0	0
RP11-475I24.7	0	0	0	0	0	0
RP11-475O23.2	0	0	0	0	0	0
RP11-476B1.1	0	0	0	0	0	0
RP11-476B13.2	0	0	0	0	0	0
RP11-476E15.3	0	0	0	0	0	0
RP11-476F14.1	0	0	0	0	0	0
RP11-476H20.1	0	0	0	0	0	0
RP11-476H24.1	0	0	0	0	0	0
RP11-476M19.1	0	0	0	0	0	0
RP11-477G18.1	0	0	0	0	0	0
RP11-477G18.2	0	0	0	0	0	0
RP11-477J21.6	0	0	0	0	0	0
RP11-477L16.2	0	0	0	0	0	0
RP11-477N12.3	0	0	0	0	0	0
RP11-478C1.7	0	0	0	0	0	0
RP11-478C6.4	0	0	0	0	0	0
RP11-478C6.5	0	0	0	0	0	0
RP11-478H13.1	0	0	0	0	0	0
RP11-478H16.1	0	0	0	0	0	0
RP11-478J18.2	0	0	0	0	0	0
RP11-478J18.3	0	0	0	0	0	0
RP11-478K15.6	0	0	0	0	0	0
RP11-479A21.1	0	0	0	0	0	0
RP11-479G22.6	0	0	0	0	0	0
RP11-479G22.7	0	0	0	0	0	0
RP11-479I1.4	0	0	0	0	0	0
RP11-479J7.1	0	0	0	0	0	0
RP11-479J7.2	0	0	0	0	0	0
RP11-479O17.5	0	0	0	0	0	0
RP11-47A17.2	0	0	0	0	0	0
RP11-47D6.1	0	0	0	0	0	0
RP11-47F1.1	0	0	0	0	0	0
RP11-47J17.2	0	0	0	0	0	0
RP11-47J17.3	0	0	0	0	0	0
RP11-47K11.3	0	0	0	0	0	0
RP11-47P18.1	0	0	0	0	0	0
RP11-47P18.2	0	0	0	0	0	0
RP11-480D4.1	0	0	0	0	0	0
RP11-480D4.4	0	0	0	0	0	0
RP11-480D4.5	0	0	0	0	0	0
RP11-480G3.1	0	0	0	0	0	0
RP11-480I12.6	0	0	0	0	0	0
RP11-480I12.9	0	0	0	0	0	0
RP11-480N24.3	0	0	0	0	0	0
RP11-480O10.1	0	0	0	0	0	0
RP11-480O10.2	0	0	0	0	0	0
RP11-481A12.2	0	0	0	0	0	0
RP11-481A12.6	0	0	0	0	0	0
RP11-481A20.10	0	0	0	0	0	0
RP11-481A20.4	0	0	0	0	0	0
RP11-481A20.8	0	0	0	0	0	0
RP11-481C4.1	0	0	0	0	0	0
RP11-481H12.1	0	0	0	0	0	0
RP11-481K16.2	0	0	0	0	0	0
RP11-481N16.1	0	0	0	0	0	0
RP11-482E14.1	0	0	0	0	0	0
RP11-482E14.2	0	0	0	0	0	0
RP11-482L11.1	0	0	0	0	0	0
