Symbol	B_cells	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	T_cells_(CD8+)
FLJ36665	17.75	13.8125	12.83333333	13.75	17.4	15.45454545	13.80769231
CCRL1	33.25	12.9375	10.66666667	9.666666667	12.4	11	14.88461538
ZNF611	15	14.75	15.16666667	14.91666667	15.4	14.22727273	15.26923077
ADAMDEC1	19	22.75	17.16666667	10.91666667	12.8	9.954545455	12.11538462
E2F8	19	13.4375	12.83333333	13.58333333	16	14.59090909	15.19230769
LACE1	17.5	16.375	15.83333333	12.33333333	14.6	13.68181818	14.30769231
FANCB	16	15.875	14.66666667	15	14.6	13.81818182	14.53846154
NKX2-1	18.5	15.25	14.33333333	11.83333333	18	12.59090909	13.96153846
HCG4	14	13.9375	14.66666667	13.91666667	13.4	19.54545455	15
CRYBA2	14.25	15.4375	15.33333333	15.08333333	16.6	13.18181818	14.57692308
DDI1	16.75	15.1875	13.5	14.91666667	16.4	12.68181818	14.88461538
EML1	14.75	14.375	14.16666667	16.83333333	15.8	12.72727273	15.57692308
C19orf75	15.5	16.25	15.33333333	11.66666667	16	14.59090909	14.88461538
ZNF785	13	12.6875	10.83333333	18.25	9.2	24.13636364	16.07692308
LOC728449	18.25	13.625	12.16666667	17.41666667	18	12.36363636	12.34615385
KRT19	12.75	14.4375	16	21.75	14	12.63636364	12.57692308
C12orf56	18.5	16.5	13.66666667	11.66666667	12.4	14.36363636	17
TBR1	17.75	15.4375	14.66666667	12	15	13.63636364	15.57692308
SDR16C5	25.25	13.9375	14.16666667	10.83333333	14.2	11.95454545	13.65384615
LOC283731	19	14.375	12.66666667	11	17.8	12.72727273	16.42307692
LOC285224	15.25	14.375	14.16666667	14.33333333	16.6	14.22727273	15.03846154
INTS4L1	18	15	15.16666667	11.75	12.8	14.13636364	17.11538462
C4orf47	15.25	16.125	15.5	14.08333333	13.6	13.36363636	16.03846154
SLITRK3	15	15.1875	13.83333333	16.25	13.8	13.5	16.38461538
PNMAL1	16	14.6875	14.83333333	13.41666667	14.2	14.59090909	16.19230769
MAEL	20	14.125	12.83333333	14.66666667	13.8	12.81818182	15.65384615
NCRNA00086	19.75	13.0625	11	15	12.8	17	15.26923077
FEZF2	15.25	15.5625	14	15.5	15.2	13.13636364	15.19230769
MT1M	16.5	12.375	13.16666667	16.25	16.2	13.95454545	15.38461538
TCHH	15.5	14.75	13.33333333	13.75	16.6	12.81818182	17.07692308
OCLN	13	14.4375	13	16.08333333	13	18.45454545	15.84615385
ADRA1B	13.5	15.6875	15.5	17.16666667	16.6	12.59090909	12.76923077
SCG2	16	14.0625	14.16666667	13.66666667	18.6	12.95454545	14.34615385
KDM4D	14.25	15.3125	16.16666667	13.91666667	14.2	15.18181818	14.73076923
LOC100130476	9	11.8125	10.16666667	17.91666667	9.6	21.27272727	23.96153846
FLJ38379	13.5	9.5625	10.16666667	12.41666667	9.4	34.90909091	13.76923077
CYP4F8	18.25	13.4375	11.66666667	17.08333333	17.4	11.86363636	14
hCG_2036596	16.75	14.9375	15.5	14.16666667	14.2	13.95454545	14.19230769
C2CD4A	17.5	15.75	14	12.66666667	15.8	12.45454545	15.46153846
CEPT1	9.75	9	9.166666667	22.91666667	7.8	26.13636364	18.80769231
AP1S3	22	13.9375	14.16666667	13.5	17.2	9.772727273	13
FLJ11235	15.5	14.625	14.33333333	15.16666667	16.2	13.04545455	14.69230769
LOC100128590	16.75	16.75	17.16666667	10.58333333	18.6	11.04545455	12.65384615
LOC100293871	19.25	16.375	13.33333333	10.75	14.8	13.72727273	15.23076923
PPP1R3C	20.75	14.4375	11.83333333	12.16666667	15.6	13	15.65384615
UTS2D	29.5	13.375	12.16666667	11.16666667	12.6	11.59090909	12.96153846
SDR9C7	13.25	15.5	16.33333333	15.33333333	14.6	13.31818182	15
CLCA2	16.75	15.1875	16.33333333	12.5	13.8	14.13636364	14.57692308
CENPVL1	17	14.8125	14.5	12.08333333	17.2	12.45454545	15.23076923
LOC285419	16.25	14.0625	14.83333333	13.41666667	17	13.09090909	14.61538462
LRRIQ1	20.5	14.625	13.33333333	10.75	16.6	12.18181818	15.26923077
KCNJ16	17.25	15	14.66666667	12.91666667	14.2	13.40909091	15.80769231
RBPMS	15.25	15.25	14.16666667	15.33333333	16.4	12.90909091	13.88461538
MST1P9	21.5	13.625	13.16666667	11.08333333	14.6	14.90909091	14.30769231
PGLYRP3	14.5	17.5625	18.16666667	10.58333333	14	13.63636364	14.73076923
UBQLN3	15	15.9375	15	11.83333333	15.2	14.31818182	15.88461538
CCDC150	14.75	13.75	14.66666667	18.66666667	14.8	12.95454545	13.53846154
CMPK1	13.25	14.75	14.33333333	15.66666667	17	13.72727273	14.34615385
NR1I3	19.5	15.6875	13.33333333	10.83333333	14.6	13.68181818	15.42307692
TNIP3	13.5	13.5	12.66666667	15.16666667	13.8	14.36363636	20.03846154
C6orf204	12.75	13.9375	12	15.25	16	16.5	16.57692308
C1orf98	17.75	13.5	14	11.33333333	20.4	12.77272727	13.23076923
NCOA6	20.5	13.875	15.33333333	14.5	12.6	10.95454545	15.19230769
LOC401074	14.75	17.25	15	14.41666667	14.4	12.86363636	14.26923077
KLHL34	14.25	11.4375	10.16666667	10.5	15.2	27.31818182	14.03846154
CTGF	17	13.5	15.16666667	12.66666667	18	12.27272727	14.23076923
UNC45B	16.25	12.75	14.66666667	17	12.6	13.45454545	16.11538462
RAD51	16.25	14.75	13.83333333	13.25	16	14.18181818	14.53846154
TRNAU1AP	16.25	14.3125	13.5	15.58333333	17.8	11.77272727	13.57692308
WDHD1	16	13.125	12.16666667	14.75	14.8	16.72727273	15.19230769
LAMA4	17	15.25	14	13.41666667	15.6	13.59090909	13.88461538
ASPA	14.75	14.4375	13.5	16.41666667	16	13.36363636	14.26923077
C13orf1	17.5	14.0625	12.83333333	12.16666667	14.2	14.81818182	17.15384615
SGCZ	18.75	13.625	14.33333333	13.08333333	13.8	13.95454545	15.15384615
ASPM	14.75	12.4375	12.33333333	15.16666667	12.2	19.40909091	16.38461538
MCM9	8.5	8.75	12.33333333	40.41666667	9.4	12.95454545	10.30769231
WIF1	18.75	13.6875	12.16666667	12.5	19.6	11.45454545	14.5
TTTY2	24	15.875	11.5	10.58333333	12	12.72727273	15.96153846
RBMY2FP	17	15.6875	14.66666667	11.16666667	13.6	13.81818182	16.69230769
CLRN3	13.75	15.375	15.83333333	12.91666667	15	13.31818182	16.42307692
HOXA2	15.75	16	15.16666667	12.91666667	14.6	12.90909091	15.26923077
PBK	14.25	13.3125	14.66666667	16.58333333	15.6	13.72727273	14.42307692
INPP4B	16.75	15.25	13.83333333	13.08333333	14.4	14.36363636	14.84615385
RHOBTB1	14.75	17.0625	15.16666667	10.58333333	17.8	12.40909091	14.73076923
TRIM58	13.5	14.5625	12	11.75	31.2	9.090909091	10.38461538
LOC257152	16.5	14	14.66666667	13.25	15.4	13.77272727	14.80769231
SNORD8	17.25	14.25	14.16666667	11.25	17.6	13.54545455	14.30769231
RANBP17	14.25	13.25	12.33333333	14.41666667	18	13.77272727	16.34615385
C12orf33	19.5	14.875	13.33333333	9.25	14.8	12.77272727	17.73076923
LOC148709	14	14.6875	13.66666667	15.08333333	14.4	15.18181818	15.15384615
KRTAP2-1	15.25	14.1875	13.33333333	11.08333333	17.4	13.72727273	17.15384615
LOC728052	10.75	23.5	21	11.16666667	13.6	11	11.11538462
MAGEB3	16.75	13.5	15.16666667	14.33333333	16.4	12.18181818	13.76923077
DLG2	15.5	14.9375	13.66666667	14.91666667	14.2	13.5	15.30769231
hCG_1645220	15.25	14.875	14	13.25	14.6	14.31818182	15.69230769
KIF15	14.5	14.125	16.83333333	14.25	12.6	14.81818182	14.84615385
COL6A6	17.75	14.75	13	12.33333333	16.2	12.59090909	15.26923077
ADAMTS6	16.25	12.0625	11.33333333	15.33333333	12	18.04545455	16.84615385
FCAMR	14.75	14.375	14.66666667	12.91666667	15	13.95454545	16.19230769
ZPBP2	16.5	14.5	13.83333333	13.75	13.4	14.63636364	15.23076923
ABCA17P	14.5	12.875	11.5	18.33333333	13.6	17.45454545	13.57692308
AP1AR	14.25	15.3125	13.16666667	10.16666667	16.2	13.40909091	19.30769231
ZNF366	17.75	14	13.33333333	12.33333333	17.8	13.27272727	13.30769231
LOC441046	12.75	13.25	13.33333333	15.58333333	11.6	17.27272727	18
FAM9C	13.25	14.8125	16	16.41666667	15.4	13.04545455	12.84615385
LRRC4B	15.5	14.875	14.16666667	12.91666667	16.6	13.54545455	14.15384615
CYS1	15	14.1875	14.83333333	14.5	14.6	13.45454545	15.11538462
ASPN	18.5	15.25	14.66666667	12.16666667	13.4	12.81818182	14.88461538
SMC1B	15	13.8125	14.66666667	13.41666667	17.6	12.95454545	14.19230769
HESRG	19	14.375	13.5	11.25	14.4	14.63636364	14.46153846
FOXA1	14.5	14.75	13.83333333	15.08333333	15.8	13.5	14.15384615
LOC157740	15	15.75	17.5	12.75	14	13	13.61538462
SPTA1	15.5	15.125	13.33333333	14.83333333	13.8	12.90909091	16.07692308
CDH13	15.5	14.1875	16	11.5	15.4	13.90909091	15.07692308
PPP4R4	14	14.375	14.16666667	16.08333333	15	13.5	14.34615385
HCRTR1	17	16.5	14.5	11.83333333	13.2	13.04545455	15.34615385
FAM150B	18.25	11.125	11.5	23.08333333	11.8	11.81818182	13.84615385
POU4F1	16.5	15	15.66666667	12.16666667	13.6	13.63636364	14.80769231
CREG2	19.75	13.875	13	13.08333333	13.6	12.68181818	15.38461538
PTPN5	14.25	14.5625	16	14.75	14	13.68181818	14.11538462
KIAA0174	19	13.125	12.33333333	12.66666667	19.4	11.22727273	13.57692308
WNT5A	17.25	14.5625	13.33333333	15.08333333	13.6	13.5	14
LOC285423	16.5	16	14.83333333	12.08333333	13.4	13.68181818	14.80769231
C3orf30	17.75	15	14	11.33333333	11.8	13.13636364	18.26923077
LOC255411	17	14.4375	13.33333333	12.83333333	14.4	14.18181818	15.07692308
HIST1H1B	14.25	13.625	12.66666667	17.41666667	15.6	12.22727273	15.46153846
MPL	15	15.6875	12.16666667	15.25	16.2	12.86363636	14
SNAP25	19	16.25	12.66666667	10.75	12.6	13.27272727	16.61538462
GADL1	20.25	14.5	12.66666667	12.25	15.2	12.59090909	13.65384615
LOC285972	15	10.4375	10.83333333	33.33333333	9.8	11.45454545	10.23076923
LOC646736	16.5	14.0625	13.66666667	11.5	16.6	13.36363636	15.38461538
IRX1	14.5	16.0625	16.33333333	12.66666667	16	11.95454545	13.53846154
SNX24	10	12.875	16.66666667	26.66666667	12.2	10.31818182	12.26923077
FST	14	11.9375	11	10.58333333	12	28.90909091	12.53846154
LOC100130894	22.25	13.6875	11.83333333	12.08333333	13.8	13.22727273	14.03846154
LOC100130855	13.5	15	14.16666667	16.91666667	13.6	14.27272727	13.46153846
ISM1	12.75	15.1875	16.5	12.25	15	16.04545455	13.11538462
GIF	18.75	15.0625	12.5	11.08333333	15.2	11.90909091	16.30769231
LOC100290201	17	14.5	12.33333333	14.25	15.4	12.86363636	14.46153846
CLEC12A	13.75	21.5625	13.5	12.25	15.2	10.90909091	13.61538462
LOC285547	14.25	14.625	14.83333333	14.75	16.2	13.09090909	13
CDH20	18	16.125	14.66666667	10.41666667	14.2	12.95454545	14.38461538
CEP55	14	12.8125	14.66666667	15.41666667	12.8	17.5	13.53846154
EFCAB5	19	14.125	13	10.41666667	11.2	12.86363636	20.11538462
C6orf94	15	14.5	13.5	14.5	15.8	13.22727273	14.19230769
SIRT4	16.5	12.875	10	13.33333333	11.2	20.86363636	15.92307692
GPX8	18.75	14.3125	13.5	11.33333333	14.6	12.27272727	15.92307692
FAM160B1	13	15.6875	15.33333333	13.16666667	16.2	13.18181818	14.11538462
SCN4B	15.5	14.75	15	13	16.6	12.13636364	13.69230769
LOC100287290	18.25	13.8125	14.16666667	13.33333333	14.8	12.5	13.80769231
XKR4	17	15.0625	14.33333333	12.91666667	13	13.04545455	15.30769231
FBXO10	15.75	15.375	15	13.41666667	12.8	14.27272727	14.03846154
KCTD14	16.25	15.5	13.16666667	14.33333333	13.8	12.5	15.07692308
GPRIN3	7.5	7.6875	8.5	45	7.8	12.40909091	11.69230769
SPINK1	18.25	15.375	13.66666667	12.33333333	12.4	14.13636364	14.34615385
LOC134466	15	15.125	15.16666667	11.91666667	14	13.68181818	15.61538462
LOC151658	16.25	15.25	14	14	13.2	13.72727273	14.07692308
SPATA9	13	13.125	12	17.41666667	18.8	12.5	13.65384615
DSCAML1	16	13.5625	14.16666667	13	15	13.54545455	15.19230769
NCAM2	14	14.9375	16.33333333	13.75	14.4	12.95454545	14.07692308
C8orf22	18	14.75	14.5	10.5	15.4	13.27272727	14
LOC284244	15.75	15.1875	14.66666667	12.08333333	15.8	12.54545455	14.34615385
DNASE2B	17.25	14.25	15	11.41666667	15.6	12.5	14.34615385
TTK	12	12.6875	14.66666667	18.5	14	14.31818182	14.11538462
LOC100287015	15.75	14.6875	14.5	13.16666667	13.4	15.59090909	13.15384615
MAGEA11	16	14.6875	13.83333333	12.83333333	15.2	14	13.69230769
PHLDB2	11.75	11.375	11.83333333	13.66666667	13.8	12.18181818	25.61538462
NBPF8	16.5	14.5625	13.33333333	13	14.2	14.31818182	14.30769231
FAM104B	15	14.375	17.16666667	14.41666667	12	14.72727273	12.5
AMPD1	15	15.4375	14.66666667	13.25	14.4	13.04545455	14.38461538
HOXD3	12.5	14.25	15.16666667	17.33333333	15.2	12.54545455	13.15384615
OR2L2	16.75	12.9375	15.16666667	11.5	17.2	14.09090909	12.5
C9orf156	15	15.625	14.16666667	11.33333333	16.4	13.36363636	14.19230769
CXorf61	16.5	15.25	14	11.08333333	15.6	13.45454545	14.19230769
KIAA1210	19.75	14	13.5	10.91666667	14.2	12.5	15.19230769
PTPRD	15	14.375	14.5	11.91666667	15.6	13.81818182	14.84615385
CALR3	16	14.4375	14.33333333	12.75	15.4	13.31818182	13.76923077
DNAH14	15.25	14.0625	12.33333333	15.33333333	13	14.27272727	15.73076923
HOOK3	8	22.3125	20.16666667	19.83333333	11	10.22727273	8.423076923
C2	14.5	15.125	18.83333333	10.83333333	15.8	12.27272727	12.57692308
ACMSD	15.25	14.375	14	14	13.4	12.31818182	16.5
NELL1	15.5	14.375	13.83333333	13.08333333	16.6	13.5	12.92307692
CTCFL	21.25	13.75	11.83333333	10.91666667	15.6	11.72727273	14.73076923
DLEU7	19	14.875	13	9.916666667	14.8	12.59090909	15.61538462
MAGEB2	15.5	16.1875	14.5	12.5	14.2	12.22727273	14.61538462
FNBP1L	16	14.125	10.33333333	10.83333333	20.6	15.27272727	12.53846154
PLCE1	16.5	14.375	13.16666667	13.58333333	16.4	11.86363636	13.80769231
EPHX4	13.5	11.6875	10.66666667	24.33333333	13.6	10.04545455	15.84615385
A2ML1	15	13.75	13.83333333	14.33333333	15.2	12.86363636	14.65384615
LOC729291	17	14.6875	13.33333333	10.66666667	12.6	14.45454545	16.88461538
PLEKHH1	17.25	14.25	15.16666667	12.83333333	15.8	11.59090909	12.73076923
CLRN1	18.5	13.9375	15	11.58333333	13	13.36363636	14.19230769
LOC100131176	15	12.5625	13.33333333	14.66666667	11.8	18.77272727	13.42307692
FRZB	16.25	14.6875	14.33333333	10.75	13.4	13.36363636	16.76923077
CCDC68	16.25	13.5625	18.5	11.16666667	13	12.13636364	14.92307692
ZNF321	9.75	10.8125	10.66666667	34.25	13.8	10.31818182	9.884615385
OSR1	16	14.375	13.83333333	15.41666667	14.6	12.40909091	12.84615385
ODF4	17.5	15.4375	14	13.75	12.8	12.68181818	13.30769231
LOC644852	14.75	14.625	14	12.91666667	16	13.13636364	14.03846154
OR2B2	16.25	15	12.16666667	11	14	13.18181818	17.84615385
ZNF259P1	13.25	14.875	15	14.91666667	15.8	12.90909091	12.69230769
NDST3	15.75	14.8125	14.33333333	12.91666667	14.2	13.22727273	14.19230769
GAGE1	17.5	14.75	12.83333333	13.16666667	13.8	12.86363636	14.46153846
LOC441453	15.75	15.3125	13.16666667	12	12	14.31818182	16.80769231
GPR22	16.25	13.875	14.33333333	10.16666667	13.8	13.5	17.42307692
TUBAL3	14.75	15.3125	14.83333333	10.33333333	16.2	13.77272727	14.11538462
LOC285000	14.75	13.5625	13.16666667	13.83333333	16.4	12.81818182	14.73076923
C2CD4B	16	14.9375	13.16666667	12.75	16.8	12.18181818	13.42307692
FCGR1A	12.5	17.375	13	15.66666667	17.2	11.63636364	11.84615385
ARL6	18.75	12.3125	12.83333333	13.91666667	10.6	15.77272727	15.03846154
MOP-1	9	18.6875	33.16666667	10.33333333	9.6	8.454545455	9.884615385
PRDM13	13.75	14.25	14.33333333	12.5	15.4	13.59090909	15.26923077
ANKRD30A	18	14.25	14.83333333	11.91666667	15	11.95454545	13.11538462
ZFP42	14.75	15.6875	13.5	12.58333333	15.6	13.36363636	13.57692308
IL13RA2	15.25	14.4375	14	13.66666667	13.6	13.09090909	15
ELOVL4	11.5	11.375	11.33333333	12.5	12.2	21.18181818	18.92307692
AACSL	18.5	13.5625	13.16666667	10.91666667	18.4	11.54545455	12.88461538
NOSTRIN	15.75	14.125	14.5	14.5	11.6	12.45454545	16.03846154
LOC285441	17.5	13.9375	12.83333333	13.41666667	16	12.40909091	12.80769231
MAGI2	16	14.625	15.33333333	12.33333333	14.4	12.5	13.69230769
LOC284632	14.25	14.625	15.66666667	10.58333333	15.6	14.5	13.65384615
LOC339874	15	17	17.16666667	9	15.6	11.63636364	13.42307692
ANKRD43	16	14.3125	13.83333333	11.58333333	14	13.13636364	15.92307692
FAT4	11.25	10.0625	10	36.08333333	10.2	10.04545455	11.11538462
OR2L1P	14.5	15	14.66666667	16.41666667	13.6	12.18181818	12.38461538
SYCE1	15	15.875	15	12.25	15.4	11.95454545	13.26923077
PCDHA2	18.5	13.4375	12.5	11.41666667	15.8	12.5	14.57692308
C18orf2	23	13.25	11.5	11.25	13.8	11.18181818	14.73076923
LOC100128288	11.25	11.875	11.5	20.58333333	10.6	19.36363636	13.53846154
ZNF114	19.75	15.1875	12.83333333	10.5	12.8	12.09090909	15.42307692
REPIN1	9.25	15.625	13.66666667	12.08333333	15	21.22727273	11.73076923
TLR3	10.75	10.4375	9.166666667	25.91666667	10.6	12.95454545	18.73076923
TNFRSF11B	14	14.4375	15.16666667	13.91666667	14.2	13.36363636	13.46153846
IQCF1	18	13	13.66666667	11.33333333	12.4	12.18181818	17.96153846
LOC51145	22	14.1875	9.666666667	10.83333333	12.4	12.54545455	16.88461538
HIST1H3I	15.5	13.375	13	14.25	16.4	12.22727273	13.73076923
MYST4	9.75	8.5	10.16666667	37.75	9.2	12.13636364	10.84615385
SERPINB11	15.5	15.5	15.66666667	10.58333333	12.2	14	14.88461538
SLC4A9	17.5	13.125	12.83333333	13	16	12.40909091	13.46153846
APOF	19.5	13.625	11.5	13.5	14	11.77272727	14.42307692
TAS2R10	19	12.0625	10.33333333	9.5	13	18	16.38461538
NALCN	16.75	14	14.16666667	10.66666667	16.2	12.22727273	14.23076923
GNASAS	16.25	14	13.83333333	11.25	15.4	13.68181818	13.76923077
SYTL4	17	13.375	12.66666667	13.25	16.4	11.59090909	13.88461538
C12orf48	15.5	14.25	14.33333333	17	11.4	12.04545455	13.61538462
KRT12	18	13.75	13	10.58333333	13.6	13.81818182	15.38461538
KIAA1024	13.75	13.875	11.83333333	16.33333333	16.4	12.63636364	13.30769231
HIST1H2BO	13	12.0625	12.66666667	16.41666667	14.2	11.59090909	18.19230769
SMR3B	14.75	16.1875	13.66666667	10.08333333	12.6	13.31818182	17.5
DBC1	15	13.5	14	13.33333333	15.8	12.68181818	13.76923077
BVES	17.75	13.6875	11.5	12.75	13.2	12.45454545	16.73076923
KRT20	18.5	14	12.66666667	11.41666667	12.8	12.90909091	15.76923077
DGKI	15.5	14.5625	15.33333333	12.08333333	12.4	12.77272727	15.34615385
OR11A1	15.5	14.5	14	12.83333333	15.8	11.81818182	13.53846154
NSAP11	14	15	12.5	11	14	13.22727273	18.23076923
SPDYA	17	14.25	13.33333333	11.16666667	14.4	11.45454545	16.30769231
TCEAL2	14	12.875	11.33333333	11.75	14.2	16.59090909	17.11538462
KCNQ5	14.5	13.875	14	13.91666667	12.2	14.40909091	14.96153846
SLC26A3	22.25	12.375	9.5	8.333333333	21.2	10	14.19230769
BTG3	13	13.625	13.33333333	15.16666667	16.6	13.18181818	12.88461538
SIGLEC8	15	13.5625	14	10.66666667	16.8	13.45454545	14.30769231
LRRC8B	10	12.9375	12.66666667	10.66666667	15.8	23.13636364	12.57692308
COL2A1	15.5	14.0625	13.66666667	11.41666667	14.2	13.27272727	15.65384615
DSC3	17.75	15.125	14.33333333	10.16666667	13.4	12.18181818	14.80769231
CCDC54	15	15.625	16.66666667	11.33333333	12	12.86363636	14.26923077
TKTL2	16	14.5	15.16666667	12.16666667	14.6	12.04545455	13.26923077
SOX17	13	14.5625	15.16666667	11.83333333	15	13.04545455	15.11538462
FGF12	16.25	13.875	12.83333333	14.33333333	13.4	12.90909091	14.11538462
DEPDC4	14.75	17.125	12.83333333	11.41666667	13.2	11.45454545	16.88461538
LIN28B	23.5	14.125	10.83333333	13.08333333	11.8	10.54545455	13.73076923
CSRP3	13.25	13.6875	14.66666667	13.83333333	15	13.13636364	14.03846154
HTN1	14.75	14.4375	14	10.41666667	13.8	14.31818182	15.84615385
ANKRD29	14	14.125	14.83333333	12.75	13.2	13.77272727	14.88461538
EPAG	15	14.0625	15.16666667	12.75	14.2	12.81818182	13.53846154
LOC100268168	14.75	14.0625	14.66666667	11.75	13	13.86363636	15.42307692
DEPDC7	8.5	12.375	10.33333333	19.25	10.2	22.36363636	14.46153846
EVC2	15	14.5	12.5	12.33333333	14.4	15.40909091	13.30769231
C1QTNF4	11.25	13.5625	14	22.25	14.4	11.40909091	10.5
LOC400958	18	12.5	12.66666667	15.16666667	15	12.13636364	11.88461538
EYA4	17.25	14.1875	14.16666667	10.08333333	13.8	12	15.84615385
SNX29	12.75	14.625	14	14.83333333	11.2	18.54545455	11.34615385
MSR1	9	14.8125	40.5	8.416666667	7.8	8.181818182	8.576923077
PITX1	13.75	14.5625	15.66666667	15.41666667	12.8	12.09090909	12.96153846
TMEM133	13.5	9.25	9	36	10.2	8.863636364	10.42307692
HNF4G	15.75	14.875	13.83333333	11.33333333	16.2	11.31818182	13.92307692
DDX4	16	13.875	12.66666667	13.5	14.8	12.36363636	14
PBLD	14.5	15.5625	13	11.91666667	17.4	12.09090909	12.73076923
FMO9P	15.5	14.25	14.66666667	12.41666667	13.8	12.45454545	14.03846154
ELAVL4	13.75	13.5625	17	12	14.4	12.31818182	14.03846154
PCDH9	21.5	13.9375	12.33333333	12.08333333	13	11.09090909	13.11538462
PITPNM3	17.75	12.875	11.66666667	13.41666667	15.2	12.68181818	13.42307692
CCDC148	15.25	14.0625	12.33333333	13.41666667	15.2	13.31818182	13.42307692
DMC1	17	14.5625	13.66666667	10.41666667	12	12.77272727	16.57692308
MRGPRX1	14.5	13.875	13.66666667	16.33333333	13.6	11.81818182	13.11538462
LOC400891	18.25	14.125	12.83333333	10	16.8	11.54545455	13.34615385
KCNH5	17.25	13.3125	13.33333333	12.91666667	15.8	11.54545455	12.73076923
LMTK2	13	10.8125	10.16666667	28.33333333	13.4	9.909090909	11.23076923
LOC729658	15.5	15.0625	13.16666667	11.25	13.8	12.63636364	15.42307692
THOC5	11.75	11.25	11.83333333	22.41666667	17.4	10.54545455	11.61538462
GALR1	20.25	12.75	12.66666667	10.83333333	18	10.45454545	11.84615385
F9	16.5	13.9375	12.66666667	12.41666667	13.8	13.09090909	14.38461538
MYO1H	16	13.8125	12.83333333	12.41666667	12.8	13.77272727	15.11538462
OSMR	14.75	15	12.33333333	11.16666667	15.4	12.63636364	15.46153846
LOC100131434	9.25	9.5	21.33333333	23.58333333	10.4	12.54545455	10.11538462
TDRD5	14.25	13.1875	13.83333333	12.91666667	13.4	14.63636364	14.46153846
AMDHD1	11	16.25	12.33333333	14.58333333	11.4	17.40909091	13.69230769
LY6K	17.5	14.0625	14.66666667	10.5	14.4	12.09090909	13.42307692
RPTN	16	13.875	13.33333333	9.166666667	14	12.18181818	18.07692308
C2orf82	12.5	13.8125	13.66666667	13.66666667	16.8	12.45454545	13.73076923
NGEF	14.5	14.6875	13.33333333	15.66666667	12.8	12.18181818	13.46153846
C9orf93	16	12.8125	13	14.75	14.2	13.13636364	12.73076923
LOC283070	15.25	14.625	13.83333333	12.75	13.6	12.68181818	13.88461538
TMEM231	13.75	12.375	11.16666667	17.75	12.8	14.5	14.26923077
ZNF257	22.75	10.125	10	9.833333333	11.4	16	16.5
PRO2964	16.5	14.1875	12.83333333	12.58333333	13.2	11.72727273	15.5
SCN1A	16.75	15	12.66666667	9.416666667	14	13.63636364	15.03846154
MMP12	17	14.8125	11.33333333	12.75	12.4	12.18181818	16
NMBR	17.75	14.1875	12.5	9.583333333	15.6	11.81818182	15
LOC283713	12.5	11.125	11.33333333	14.58333333	13.6	16.63636364	16.61538462
LOC642597	12.25	11.75	11.66666667	24.08333333	12.8	11.63636364	12.11538462
CCDC14	17.5	12.875	14.16666667	11.16666667	15.8	12.31818182	12.46153846
C3orf70	19.5	13.5	11.83333333	12.58333333	13.4	11.04545455	14.38461538
SEMG1	12.5	10.375	10.33333333	11.41666667	31	9.681818182	10.88461538
LOC441179	18.5	13.4375	12	10.83333333	12.8	14	14.57692308
TEKT3	11.75	13.1875	15	14.91666667	13.6	14.5	13.19230769
C8orf46	13.25	12.9375	11.16666667	20.66666667	12.8	12.59090909	12.73076923
CCDC34	14.5	13.4375	13	13	15.2	13.22727273	13.73076923
C4orf39	20.5	12.5	11.33333333	10.58333333	12.8	13.54545455	14.80769231
LOC391081	15	14.4375	13.33333333	11.66666667	15.4	12.22727273	13.96153846
C17orf98	14.5	13	12.66666667	15.33333333	16.4	11.54545455	12.57692308
PRND	13	14.0625	14.33333333	13.66666667	14.6	12.54545455	13.80769231
F2RL2	14.25	13.875	12.66666667	14.08333333	14	13.31818182	13.80769231
LOC144766	13.75	13.125	12.33333333	15.33333333	15.4	13.36363636	12.69230769
FLJ21369	12.75	11	12.16666667	11.41666667	15.8	17.59090909	15.26923077
ELAVL2	13.25	12.25	15.33333333	14.83333333	14.6	12.36363636	13.34615385
SULT1E1	17.75	13.875	13.16666667	10.83333333	13	13.40909091	13.92307692
WISP3	16.25	12.875	11.33333333	10.83333333	11.4	14.77272727	18.46153846
DTHD1	11.5	8.75	8.166666667	36.5	9.8	9.136363636	12.03846154
CTAGE1	19.5	14.125	12.33333333	9.916666667	13.2	11.77272727	15
HHIP	15.25	13.75	14	12.66666667	12.6	13.27272727	14.30769231
SEMA3D	16	12.75	13.83333333	13.25	14.8	12.59090909	12.61538462
CHRNA9	15.5	14	14.16666667	11.58333333	12.8	12.59090909	15.19230769
ZNF549	15.75	12.6875	13.16666667	11.66666667	12.8	15.68181818	14.07692308
NCRNA00051	14.25	13.9375	14	11.83333333	13.2	14.68181818	13.84615385
LOC283038	16.75	13.125	13	13.41666667	13	12.18181818	14.26923077
LOC221814	16.5	14.25	14.5	8.333333333	12.4	12.77272727	16.96153846
LOC253724	15.75	13.5625	13.66666667	11.41666667	13.8	13.31818182	14.19230769
ADH1C	15.5	13.8125	13.5	11.58333333	17	11.22727273	13.07692308
LOC286434	10.75	9.8125	9.166666667	12.41666667	11.6	25.59090909	16.34615385
TFPI2	14.25	15.125	14.83333333	11.83333333	14.2	11.31818182	14.11538462
C1orf96	9	11.75	20.5	12.58333333	20.2	11.54545455	10.07692308
NEGR1	15.75	15.0625	13	12	13.2	12.09090909	14.53846154
SLITRK6	19	12.6875	11.83333333	13.41666667	13.8	11.81818182	13.07692308
